sex,suicides_no,population,suicides_pop,gdp_per_capita ($),lvl_gdp,GDP_for_group,Boomers,G.I. Generation,Generation X,Generation Z,Millenials,Silent
1.0,3.0,25400.0,11.81,793.0,0.0,20142200.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,30.0,380800.0,7.88,793.0,0.0,301974400.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,21.0,294000.0,7.14,793.0,0.0,233142000.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,180300.0,6.66,793.0,0.0,142977900.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,16.0,273900.0,5.84,793.0,0.0,217202700.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2.0,42100.0,4.75,793.0,0.0,33385300.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,7.0,370100.0,1.89,793.0,0.0,293489300.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,361800.0,1.66,793.0,0.0,286907400.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,4.0,381500.0,1.05,793.0,0.0,302529500.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,187000.0,0.0,793.0,0.0,148291000.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,25800.0,11.63,899.0,0.0,23194200.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,27.0,248800.0,10.85,899.0,0.0,223671200.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,32.0,295600.0,10.83,899.0,0.0,265744400.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,26.0,240400.0,10.82,899.0,0.0,216119600.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,29.0,388200.0,7.47,899.0,0.0,348991800.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,9.0,183800.0,4.9,899.0,0.0,165236200.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,10.0,275300.0,3.63,899.0,0.0,247494700.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,6.0,188200.0,3.19,899.0,0.0,169191800.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,9.0,372100.0,2.42,899.0,0.0,334517900.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,388400.0,0.51,899.0,0.0,349171600.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,363800.0,0.27,899.0,0.0,327056200.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,42300.0,0.0,899.0,0.0,38027700.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,25900.0,11.58,1127.0,0.0,29189300.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,24.0,250600.0,9.58,1127.0,0.0,282426200.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4.0,42400.0,9.43,1127.0,0.0,47784800.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,31.0,391100.0,7.93,1127.0,0.0,440769700.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,19.0,242300.0,7.84,1127.0,0.0,273072100.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,14.0,185200.0,7.56,1127.0,0.0,208720400.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,19.0,296800.0,6.4,1127.0,0.0,334493600.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,13.0,276500.0,4.7,1127.0,0.0,311615500.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,6.0,188800.0,3.18,1127.0,0.0,212777600.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,5.0,373600.0,1.34,1127.0,0.0,421047200.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,365200.0,0.27,1127.0,0.0,411580400.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,391300.0,0.0,1127.0,0.0,440995100.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,17.0,232000.0,7.33,1299.0,0.0,301368000.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,10.0,177400.0,5.64,1299.0,0.0,230442600.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.0,37800.0,5.29,1299.0,0.0,49102200.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,24900.0,4.02,1299.0,0.0,32345100.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,6.0,263900.0,2.27,1299.0,0.0,342806100.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5.0,240000.0,2.08,1299.0,0.0,311760000.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5.0,332200.0,1.51,1299.0,0.0,431527800.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,245800.0,1.22,1299.0,0.0,319294200.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4.0,374700.0,1.07,1299.0,0.0,486735300.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,374900.0,0.27,1299.0,0.0,486995100.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,324700.0,0.0,1299.0,0.0,421785300.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,168000.0,0.0,1299.0,0.0,218232000.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,22.0,206484.0,10.65,1451.0,0.0,299608284.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,34.0,378826.0,8.98,1451.0,0.0,549676526.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,11.0,196670.0,5.59,1451.0,0.0,285368170.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.0,47254.0,4.23,1451.0,0.0,68565554.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,10.0,256039.0,3.91,1451.0,0.0,371512589.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,9.0,271359.0,3.32,1451.0,0.0,393741909.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,12.0,370191.0,3.24,1451.0,0.0,537147141.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,31044.0,3.22,1451.0,0.0,45044844.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,6.0,189799.0,3.16,1451.0,0.0,275398349.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,6.0,321556.0,1.87,1451.0,0.0,466577756.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4.0,222771.0,1.8,1451.0,0.0,323240721.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2.0,307356.0,0.65,1451.0,0.0,445973556.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,4.0,31007.0,12.9,1573.0,0.0,48774011.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,23.0,206286.0,11.15,1573.0,0.0,324487878.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,35.0,382139.0,9.16,1573.0,0.0,601104647.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,13.0,198130.0,6.56,1573.0,0.0,311658490.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,15.0,263067.0,5.7,1573.0,0.0,413804391.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,14.0,275970.0,5.07,1573.0,0.0,434100810.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,15.0,375113.0,4.0,1573.0,0.0,590052749.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,223685.0,3.13,1573.0,0.0,351856505.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,47407.0,2.11,1573.0,0.0,74571211.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,4.0,191712.0,2.09,1573.0,0.0,301562976.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,304850.0,0.33,1573.0,0.0,479529050.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,319473.0,0.31,1573.0,0.0,502531029.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,6.0,49088.0,12.22,2021.0,0.0,99206848.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,16.0,201520.0,7.94,2021.0,0.0,407271920.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,28.0,386196.0,7.25,2021.0,0.0,780502116.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,15.0,273235.0,5.49,2021.0,0.0,552207935.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,14.0,283709.0,4.93,2021.0,0.0,573375889.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,9.0,195699.0,4.6,2021.0,0.0,395507679.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,9.0,205433.0,4.38,2021.0,0.0,415180093.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,9.0,222941.0,4.04,2021.0,0.0,450563761.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,13.0,381760.0,3.41,2021.0,0.0,771536960.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,32667.0,3.06,2021.0,0.0,66020007.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,4.0,313204.0,1.28,2021.0,0.0,632985284.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,298477.0,0.0,2021.0,0.0,603222017.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,4.0,35526.0,11.26,2544.0,0.0,90378144.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,39.0,391767.0,9.95,2544.0,0.0,996655248.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,16.0,203938.0,7.85,2544.0,0.0,518818272.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,20.0,292268.0,6.84,2544.0,0.0,743529792.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,19.0,286768.0,6.63,2544.0,0.0,729537792.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,3.0,50970.0,5.89,2544.0,0.0,129667680.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,11.0,222389.0,4.95,2544.0,0.0,565757616.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,10.0,207202.0,4.83,2544.0,0.0,527121888.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,17.0,391436.0,4.34,2544.0,0.0,995813184.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,203841.0,1.47,2544.0,0.0,518571504.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,3.0,286705.0,1.05,2544.0,0.0,729377520.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,302181.0,0.33,2544.0,0.0,768748464.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,281922.0,0.0,2931.0,0.0,826313382.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,190745.0,0.0,2931.0,0.0,559073595.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,386513.0,0.0,2931.0,0.0,1132869603.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,276559.0,0.0,2931.0,0.0,810594429.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,210998.0,0.0,2931.0,0.0,618435138.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,53191.0,0.0,2931.0,0.0,155902821.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,281675.0,0.0,2931.0,0.0,825589425.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,177519.0,0.0,2931.0,0.0,520308189.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,380242.0,0.0,2931.0,0.0,1114489302.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,291367.0,0.0,2931.0,0.0,853996677.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,214118.0,0.0,2931.0,0.0,627579858.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,38471.0,0.0,2931.0,0.0,112758501.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,283138.0,0.0,3235.0,0.0,915951430.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,186391.0,0.0,3235.0,0.0,602974885.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,388746.0,0.0,3235.0,0.0,1257593310.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,267316.0,0.0,3235.0,0.0,864767260.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,215907.0,0.0,3235.0,0.0,698459145.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,56011.0,0.0,3235.0,0.0,181195585.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,286679.0,0.0,3235.0,0.0,927406565.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,174092.0,0.0,3235.0,0.0,563187620.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,379076.0,0.0,3235.0,0.0,1226310860.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,282678.0,0.0,3235.0,0.0,914463330.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,219360.0,0.0,3235.0,0.0,709629600.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,40782.0,0.0,3235.0,0.0,131929770.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,8.0,42366.0,18.88,3863.0,0.0,163659858.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,29.0,378626.0,7.66,3863.0,0.0,1462632238.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,14.0,224160.0,6.25,3863.0,0.0,865930080.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,3.0,57404.0,5.23,3863.0,0.0,221751652.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,9.0,172494.0,5.22,3863.0,0.0,666344322.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,13.0,281080.0,4.63,3863.0,0.0,1085812040.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,13.0,288349.0,4.51,3863.0,0.0,1113892187.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,8.0,183629.0,4.36,3863.0,0.0,709358827.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,9.0,221120.0,4.07,3863.0,0.0,854186560.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,14.0,391811.0,3.57,3863.0,0.0,1513565893.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,272497.0,1.47,3863.0,0.0,1052655911.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,256808.0,0.0,3863.0,0.0,992049304.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,21.0,172855.0,12.15,4672.0,0.0,807578560.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,37.0,377119.0,9.81,4672.0,0.0,1761899968.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,21.0,228672.0,9.18,4672.0,0.0,1068355584.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,5.0,59369.0,8.42,4672.0,0.0,277371968.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,20.0,276073.0,7.24,4672.0,0.0,1289813056.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,9.0,182663.0,4.93,4672.0,0.0,853401536.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,19.0,393832.0,4.82,4672.0,0.0,1839983104.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,44574.0,4.49,4672.0,0.0,208249728.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,11.0,286702.0,3.84,4672.0,0.0,1339471744.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,7.0,226448.0,3.09,4672.0,0.0,1057965056.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,7.0,262464.0,2.67,4672.0,0.0,1226231808.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,246288.0,0.41,4672.0,0.0,1150657536.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,270003.0,0.0,4387.0,0.0,1184503161.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,182712.0,0.0,4387.0,0.0,801557544.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,394286.0,0.0,4387.0,0.0,1729732682.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,236174.0,0.0,4387.0,0.0,1036095338.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,233302.0,0.0,4387.0,0.0,1023495874.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,61582.0,0.0,4387.0,0.0,270160234.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,283448.0,0.0,4387.0,0.0,1243486376.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,174955.0,0.0,4387.0,0.0,767527585.0,0.0,0.0,1.0,0.0,0.0,0.0
